358589,1,143002
358909,2,143700
358420,3,143098
360268,4,143301
359601,5,141910
357905,6,142641
365333,7,141016
356212,8,142983
360087,9,142348
358441,10,142393
360053,11,143821
360327,12,143710
358617,13,142525
354574,14,141030
356093,15,139701
355531,16,141660
360934,17,141860
355957,18,144126
356879,19,145049
357469,20,143479
357240,21,143894
356975,22,144854
359662,23,142501
357402,24,143451
358760,25,142678
356966,26,140538
358350,27,142405
360316,28,143573
361728,29,143084
359174,30,142599
358770,31,143491
356693,32,142555
364725,33,143409
357326,34,143140
357327,35,141086
355322,36,139472
357638,37,135745
360637,38,136850
362137,39,140561
359902,40,140356
363074,41,141243
354168,42,143884
357195,43,144589
358963,44,145172
360961,45,142904
360923,46,143470
360639,47,142291
355261,48,142924
358239,49,143155
357388,50,142875
359003,51,143896
357331,52,146219
359328,53,143880
358125,54,142165
362550,55,144289
359726,56,144278
357925,57,141874
360657,58,142403
357966,59,142831
358542,60,143020
356371,61,141490
356186,62,142875
358917,63,142588
355597,64,143036
355819,65,142478
357801,66,142109
356030,67,142227
362977,68,142211
361171,69,143254
359882,70,142142
358072,71,141622
362244,72,141847
357519,73,142986
361457,74,144264
360831,75,141932
363771,76,143030
358919,77,144936
359784,78,145649
359729,79,146962
362919,80,146774
355742,81,146218
355407,82,144460
360410,83,145516
357951,84,141610
358690,85,135876
358397,86,142733
363086,87,142283
358051,88,141501
362571,89,141926
356217,90,141553
362535,91,141760
359980,92,141750
353280,93,139790
360577,94,143504
359498,95,142284
358476,96,141728
362317,97,143749
362957,98,144007
357954,99,143723
356006,100,142314
359352,101,143779
358933,102,144919
357668,103,144455
362680,104,143165
360316,105,143768
353908,106,142803
360401,107,141764
361152,108,137860
356382,109,140899
360658,110,141978
360078,111,142413
356957,112,141685
357276,113,137708
358132,114,138598
359066,115,141756
363806,116,141807
359252,117,143486
358077,118,145981
360011,119,143784
357331,120,144162
358966,121,143664
357068,122,146371
357481,123,142187
359416,124,144597
358582,125,144503
356612,126,142649
356898,127,143864
357699,128,149215
356181,129,146477
359715,130,137987
358406,131,142443
359656,132,147169
358777,133,146712
360264,134,145972
354560,135,142427
362113,136,138961
357797,137,143678
360329,138,140857
360808,139,143162
355958,140,144447
359221,141,141894
360333,142,136665
359791,143,142996
356063,144,142481
360878,145,147129
362451,146,145111
361940,147,142308
358563,148,143935
361587,149,143340
355182,150,143897
357145,151,143045
360768,152,141549
361492,153,145303
352949,154,136651
359649,155,143393
366067,156,143710
359515,157,143210
357637,158,142548
359931,159,141941
361247,160,144337
359453,161,145420
359948,162,145818
358519,163,142792
356916,164,144425
357901,165,143960
356525,166,142945
360527,167,142622
355591,168,143668
354966,169,143338
355452,170,146070
359457,171,145892
355584,172,146679
353993,173,145776
362890,174,144172
355340,175,145913
355372,176,146240
361513,177,147667
358054,178,146252
359389,179,147081
359450,180,146559
358404,181,146924
357547,182,146382
358479,183,146566
359315,184,146364
357382,185,146939
355740,186,146621
360082,187,145453
362188,188,146476
358612,189,146288
358634,190,145845
357108,191,145421
357442,192,145533
353972,193,146616
362579,194,144742
362379,195,143500
360366,196,145636
360639,197,145844
357643,198,145982
358161,199,146498
360582,200,147844
359702,201,145676
361499,202,146660
363128,203,146484
359017,204,145420
359897,205,147010
352166,206,147329
359696,207,145960
356984,208,145197
351431,209,146355
355678,210,145717
357501,211,145844
355216,212,146133
361063,213,144911
357841,214,146141
361123,215,146870
360933,216,146531
356789,217,147888
359274,218,146344
361303,219,145054
357994,220,143647
362482,221,146312
354740,222,145536
360212,223,145608
359222,224,146178
358027,225,145721
360663,226,146421
357160,227,145903
359356,228,145637
357462,229,146808
