505543,1,288968
508436,2,286783
506109,3,288488
511612,4,300265
511135,5,287863
493214,6,290845
519359,7,293914
503870,8,288032
503564,9,293915
507297,10,295889
498290,11,287839
505140,12,288788
500573,13,292128
519463,14,292141
504313,15,297728
509749,16,289093
509006,17,290121
515053,18,292477
507247,19,297907
528501,20,297436
511417,21,290854
498914,22,294457
518163,23,292625
509099,24,300183
513065,25,284783
508828,26,297320
509278,27,296657
504612,28,290744
513227,29,295798
511242,30,297394
505153,31,288262
521210,32,290474
505026,33,289524
509870,34,297577
512425,35,301248
505642,36,291026
516641,37,295837
505007,38,287443
506684,39,289341
518665,40,294553
503906,41,292125
512816,42,287414
511918,43,288399
505949,44,298671
512118,45,302476
505725,46,290633
504688,47,288970
504237,48,297041
514465,49,291786
505700,50,291309
514748,51,293540
511154,52,299848
518833,53,289755
515744,54,296903
510120,55,288495
514637,56,290401
512155,57,289460
504217,58,294994
527119,59,291760
502030,60,286736
512834,61,283392
510211,62,287085
508847,63,287447
508111,64,294623
503596,65,298927
518027,66,287423
513085,67,289339
505280,68,295981
509232,69,290296
518953,70,288450
510143,71,292734
504773,72,289166
511063,73,292297
514505,74,286404
506787,75,289843
513898,76,288222
517515,77,298546
509405,78,289243
496539,79,282783
508582,80,288467
507135,81,294131
505998,82,292731
505708,83,292946
516240,84,287843
512296,85,286643
513642,86,292128
508218,87,291568
503789,88,300661
511514,89,287273
507406,90,291123
504338,91,288800
516635,92,289292
504879,93,292374
507718,94,289682
498131,95,298001
513551,96,297818
504865,97,287444
503844,98,293150
513409,99,290355
505380,100,288040
508822,101,300244
502606,102,289287
504790,103,292739
516556,104,287382
503030,105,289220
510485,106,288508
515250,107,296120
514176,108,287507
515646,109,288899
495582,110,292074
508819,111,290338
509778,112,289704
503663,113,282322
503001,114,288147
507799,115,290278
510731,116,289282
511777,117,295021
506166,118,289677
497289,119,289689
519247,120,298508
503853,121,288426
504654,122,291054
507908,123,291371
509683,124,297454
507591,125,295442
510415,126,294101
521468,127,290147
504673,128,298297
503749,129,287053
517701,130,291319
506609,131,295522
503001,132,291289
501475,133,291143
501169,134,294710
510262,135,293197
508571,136,292713
510854,137,288082
507028,138,284349
499121,139,290742
513180,140,285788
503846,141,288906
504433,142,290362
509530,143,286029
501093,144,287691
492123,145,286843
508209,146,290184
510062,147,284723
508687,148,292932
506554,149,291422
497994,150,289512
507758,151,286623
511107,152,286126
512392,153,298818
500879,154,296381
510399,155,282990
516296,156,296208
496078,157,284536
502998,158,288811
513968,159,290752
513359,160,291542
509477,161,292685
503655,162,281240
517094,163,300628
503050,164,297167
515089,165,289724
505508,166,291256
506155,167,292711
507476,168,288176
507222,169,291301
520437,170,290245
509169,171,292340
502589,172,288728
508033,173,286517
502763,174,294590
515187,175,289229
514814,176,296384
521824,177,297090
512198,178,298152
515281,179,288763
505622,180,290048
505735,181,295904
507539,182,292881
509216,183,289238
504741,184,295278
515466,185,293476
503532,186,285392
509186,187,290108
507634,188,286883
507775,189,288132
513238,190,288465
506693,191,291153
514127,192,299330
514232,193,287870
505351,194,291665
509150,195,288939
511216,196,287630
517142,197,290150
504337,198,288148
509951,199,292316
503473,200,291306
522991,201,293158
510573,202,302502
507270,203,292973
507577,204,288828
516964,205,294815
520576,206,297764
509475,207,293956
518190,208,289528
494865,209,287088
524948,210,289316
502928,211,292000
510433,212,287705
508320,213,290440
509630,214,291272
515592,215,289872
512850,216,289772
491570,217,292405
